0 th order coefficient,1st order coefficient,2nd order coefficient,3rd order coefficient,4th order coefficient,5th order coefficient,6th order coefficient,7th order coefficient,8th order coefficient,9th order coefficient,10th order coefficient,11 th order coefficient,12th order coefficient,13 th order coefficient,Delta of 0th order coefficient,Delta of 1st order coefficient,Delta of 2nd order coefficient,Delta of 3rd order coefficient,Delta of 4th order coefficient,Delta of 5th order coefficient,labels
-488.0279541,52.40333557,-27.2654953,12.33135509,-22.3225708,-21.39843559,-16.5974884,-29.20055199,-9.212574959,-6.441765308,-20.42493439,4.764947414,-18.06095123,-3.866331577,-10.79985809,-8.541775703,-6.849651814,-0.118810602,-4.46958971,6.082195282,female_sad
-368.4689983,23.11785216,-3.273808231,1.309985617,-10.03454231,-10.73946059,-9.212628684,-13.32893055,-5.042615091,-3.701907615,-8.245500789,-0.260993985,-6.494627419,-6.489809221,-4.298340589,-6.549343543,-4.26181349,-1.595899422,-3.089454576,3.916581401,female_sad
-544.1259155,50.18801498,-31.7515049,9.978390694,-29.34479141,-21.08898354,-22.8502636,-28.66254616,-6.096482754,-8.952385902,-18.97062492,4.484928608,-22.64735603,-2.16973424,-13.76375008,-6.687131882,-6.422964573,2.571953535,-2.307316303,11.25441265,female_sad
-523.02771,46.06726837,-12.77284431,8.67136097,-19.84578705,-7.070174694,-11.39818096,-10.82359123,-7.38720274,-8.000102997,-11.67970943,-6.148061752,-8.33843708,0.773926973,-4.540120602,2.624958277,-3.959687948,1.746535659,-3.461746693,5.689238548,female_angry
-349.7629087,14.56258199,-0.430627156,0.821827472,-7.147461331,-4.586483911,-3.927887893,-5.702613259,-4.857542804,-4.522193238,-5.875133064,-4.453652251,-4.333744693,-1.517584917,-0.949292236,0.341225772,-0.167230008,-0.138111022,-0.644256524,1.73492152,female_angry
-572.1546631,40.17577362,-12.72840118,8.051801682,-23.99919128,-7.23055315,-15.36237335,-11.99256229,-10.08515835,-8.915869713,-14.09340858,-5.260408401,-7.10416317,2.452421665,-3.28070879,2.431353092,-3.176183224,3.127490282,-1.001727343,7.736091137,female_angry
-498.9542542,50.68533707,-14.79557323,8.540005684,-20.28410149,-10.28327751,-8.5170784,-11.80431652,-9.635765076,-3.272251606,-6.112975121,-3.502352476,-6.971717358,0.077167787,-6.424952984,0.102732502,-1.964256406,5.060416222,-1.821113467,6.947488308,female_angry
-361.7189145,23.37757182,-3.417285401,2.019684917,-12.77349517,-10.54728539,-5.82588976,-7.694113723,-7.317551527,-3.794213546,-4.470775179,-4.019467672,-3.603821324,-2.084845421,-3.765716309,-2.244631188,-0.405700828,1.722793204,0.279662249,2.86719198,female_angry
-558.4199219,47.25810242,-17.97838211,6.458316326,-26.96785927,-9.812875748,-13.53798962,-12.38357067,-12.02947235,-4.394155025,-9.696500778,-3.665786028,-8.10037899,-0.603352427,-6.679012299,0.708625853,-0.721716762,6.224319935,-1.428934693,8.19564724,female_angry
-475.2223816,43.58456421,-18.89320946,11.90829468,-24.94277,-14.33356571,-12.28393555,-19.48145485,-11.82448769,-8.049026489,-8.59346199,-5.29887104,-11.88486195,-4.130479813,-12.75272465,-3.422145605,-4.222342968,4.091974735,-3.663296461,3.370103598,female_angry
-331.5200066,17.5288516,-0.196063315,2.115890067,-9.897505314,-10.84768226,-6.416792798,-9.335813858,-6.646954073,-2.772896596,-4.337398469,-2.722309651,-5.214011739,-3.392199315,-5.947615859,-3.137081114,0.251804215,2.4292259,-0.414507468,1.085089837,female_angry
-530.770813,42.76900864,-21.10859108,10.64091301,-30.59576035,-14.5384016,-18.57697678,-19.72284889,-13.00174999,-8.661581039,-11.0894165,-6.836874962,-14.01142216,-5.582660675,-13.39279556,-2.167485476,-2.601918221,5.707770824,-4.321517944,3.091080189,female_angry
-451.0928345,48.43153381,-23.9537735,2.275028467,-27.3015728,-15.51019669,-15.09222603,-20.86164284,-14.99069118,-6.734488964,-12.35267258,-9.000219345,-10.13111115,-0.45356819,-3.30836916,6.309886932,-2.819426537,5.048504829,-2.449232817,6.565441132,female_angry
-349.1944275,22.49433073,-5.141327545,-4.752539592,-13.68938245,-12.2485786,-8.991417248,-11.60418748,-10.28511605,-4.03803403,-7.344005735,-6.037808501,-5.848115387,-0.141655441,-0.186739135,3.290585503,1.326653209,3.193498807,1.35781934,3.791032934,female_angry
-499.8943176,46.28140259,-27.7798233,0.90848124,-32.66546631,-15.65892982,-21.21676445,-22.65372849,-16.02583122,-6.392923832,-14.42624378,-9.304753304,-9.007211685,2.624352217,-1.74979198,6.309373856,-3.19656682,4.627772331,-2.579069376,7.172689915,female_angry
-260.5283508,45.34993362,-53.72207642,2.3545506,-37.3500061,-23.98826599,-8.566900253,-18.31199646,-13.56390285,-5.172357559,-12.70626163,7.602508545,-7.00903511,16.26372528,1.384658933,5.802124977,-2.250714302,-2.013357401,-9.550049782,3.269074678,female_angry
-240.0888474,40.01261903,-47.88499649,-3.079102502,-33.5759141,-22.79676669,-6.200842671,-16.941001,-11.45536743,-5.418127051,-9.744631458,5.432629481,-4.324437035,13.80809007,3.820864809,4.017089055,-0.107864171,-3.12573348,-8.364793669,1.873807201,female_angry
-312.8614502,42.63727188,-59.95982742,0.863430917,-44.69511032,-20.25882149,-11.34731674,-19.30948448,-14.07827759,-4.977662086,-9.360190392,10.30060291,-4.309186459,20.49802971,-3.549854994,6.190348148,-8.344704628,-3.467459202,-9.278754234,5.673988342,female_angry
-294.5396423,32.14588928,-50.746315,0.659487963,-34.2932663,-26.39856148,-9.477846146,-20.18471527,-11.40528107,-0.908641815,-9.023042679,11.35540581,-5.005023003,16.31464577,-1.945588827,7.511392593,-5.251424313,2.705373049,-5.581225872,4.667238712,female_angry
-240.2479578,22.81450421,-33.62160699,-6.240422055,-22.91116171,-20.49805672,-4.579580974,-14.50001211,-7.979030276,-1.555360397,-3.243225628,5.962109841,0.15977454,10.04699259,3.940126459,2.888439111,-0.717625726,-0.929442564,-3.338756072,2.058487633,female_angry
-344.8711243,26.78298759,-54.21869659,-0.121486977,-39.29830551,-24.86589813,-11.87610817,-21.87909889,-10.79659271,-2.427906275,-6.189834595,12.02704525,-1.861932993,17.87152672,-3.078747749,7.380589962,-6.644081116,2.528185129,-6.037700653,6.238349438,female_angry
-286.573761,32.02976608,-55.86251831,-13.72700596,-38.10390854,-24.1629467,-9.091556549,-27.20267677,-8.561948776,-2.339367867,-4.361721992,11.1621418,-5.535637379,11.74181652,-8.591197014,6.131445408,0.791029871,6.835479259,-3.863647461,3.032476425,female_angry
-286.5189539,32.00774592,-55.86265997,-13.745752,-38.11668359,-24.17515392,-9.102743409,-27.19418325,-8.576899328,-2.336787861,-4.373031632,11.1546283,-5.536897025,11.73522405,-8.582011577,6.140885904,0.775764702,6.838816641,-3.859974275,3.027254935,female_angry
-344.7708435,32.81261444,-66.31054688,-15.5740757,-46.40159988,-22.51347351,-12.48750591,-29.33534813,-6.465897083,-1.257041216,-2.100137234,10.86586285,-5.503873825,10.75764465,-10.82015228,9.603021622,-1.138767242,6.112527847,-6.558615685,6.653433323,female_angry
-312.6834106,33.02861023,-37.76319122,3.972288847,-35.7926445,-17.46013451,-10.78593349,-25.31450462,-12.61563301,-8.663542747,-15.17569733,-0.247889057,-10.73702908,10.05846405,-2.593393326,9.831163406,2.372604847,4.306358814,-10.63807869,1.755443096,female_angry
-180.0134305,15.58553082,-13.60994993,-3.806513123,-16.06982994,-10.06894958,-3.003757035,-10.39821913,-5.140714235,-3.221636747,-3.780932348,-0.280347438,-2.391147832,4.728165548,5.693792909,5.171015785,5.547588511,0.76893416,-5.040943422,-1.443049714,female_angry
-359.8094788,31.29982567,-41.98578262,0.415111631,-42.40732574,-15.43795395,-15.89185333,-26.21833229,-11.74567223,-8.505168915,-13.4259367,0.879859507,-8.768042564,12.89328861,-3.082190752,11.9789753,-0.692164123,0.518863916,-10.53040218,6.395915508,female_angry
-648.1299438,55.1148262,2.98886919,25.02010727,-8.034887314,-2.350862503,-15.0633564,-9.871973991,-8.185860634,-4.620654583,-10.3968668,-4.650835514,-3.500064135,-1.118292809,-5.964643002,-1.032180667,-8.686134338,1.207429409,-9.454154968,0.117493019,female_fear
-469.8194184,15.54266979,8.347051334,7.366389966,-2.55844932,-3.589249631,-5.962360478,-6.21185164,-5.783804554,-4.058347208,-4.255540588,-4.416275669,-2.937602608,-2.475993171,-2.417893452,-3.192733989,-4.354660353,-2.704842598,-5.393093183,-3.24351097,female_fear
-703.2808838,46.15663528,2.550221443,25.71326637,-12.83628368,-3.364921808,-18.46413612,-8.319169998,-7.847486973,-3.754496813,-11.47647953,-2.024883509,-2.116072655,-2.379380941,-5.57194376,-0.905702949,-5.822810173,0.745227754,-10.6516943,0.430171728,female_fear
-579.2216187,52.89456177,-8.563465118,15.88733959,-13.9753828,0.05095157,-14.34699535,-9.905369759,-4.640050888,-1.929151893,-9.393419266,-2.523690462,-5.462705612,-0.943821311,-7.899794579,-3.699505329,-7.924752712,0.032753602,-9.341267586,1.374860168,female_fear
-551.7041404,40.18620339,-4.001942581,10.82663143,-12.93688853,-2.650665173,-11.51448224,-9.614488748,-3.946986045,-3.366670539,-6.939818881,-3.375444363,-4.877438116,-2.254547779,-5.833258656,-4.740735356,-6.439903268,-1.834549737,-7.476225787,-0.183301085,female_fear
-632.8362427,46.61223984,-9.923609734,14.14063931,-17.39106369,-0.805019796,-18.34927368,-8.457892418,-6.010399342,-2.435520411,-11.36195374,-1.837639689,-6.893512249,-2.111044407,-9.505570412,-4.300560474,-6.891797066,-2.007008314,-8.93079567,1.244267464,female_fear
-638.5118408,48.17097473,3.634852886,10.73999786,-8.727012634,-2.531736612,-15.93198109,-10.20647812,-4.415854454,-8.23251915,-7.846047401,-3.129879951,-6.510846615,-4.295594215,-8.235668182,-4.453718185,-8.609498978,-1.128556371,-10.22481823,0.809579492,female_fear
-521.1051528,26.96209069,8.824003103,3.844776292,-6.410645293,-5.111407279,-12.4936405,-7.860671077,-5.672950273,-6.145754498,-6.041845458,-4.00815718,-5.295392665,-4.748678597,-6.123319842,-5.978997159,-6.315211795,-3.139739672,-7.589516692,-1.044576403,female_fear
-688.0968628,42.05686951,2.920562983,7.318214893,-12.38233662,-4.094150066,-19.27484512,-8.015425682,-7.086857796,-9.71185112,-8.302330971,-2.403618336,-7.134496212,-6.027245045,-8.649831772,-5.819440842,-8.336288452,-3.217512608,-9.203560829,1.781068087,female_fear
-600.8652344,46.98359299,-7.328448296,12.16808701,-9.098185539,-6.783628464,-19.98140144,-13.46187496,-3.036438465,-7.257506371,-9.140872002,-4.618667126,-5.274508476,-3.15412569,-9.291257858,-5.157849312,-9.451771736,-0.489358634,-9.334453583,1.563210487,female_fear
-439.9782638,18.29653289,5.909713736,2.478467322,-4.137789056,-6.119551506,-11.88193179,-6.865569622,-5.072608651,-5.078881724,-6.061354829,-5.114075469,-4.44968303,-3.411333367,-5.526307902,-4.929002012,-4.864191325,-3.713504299,-5.490357363,-1.263114357,female_fear
-660.8952637,45.50636673,-7.482095242,11.22331142,-14.09626579,-8.871171951,-25.53791237,-11.17038822,-3.371958494,-8.956642151,-9.988412857,-2.740659475,-4.744692326,-5.466600895,-11.09466839,-6.521727562,-8.012145996,-0.359111786,-7.08386755,2.612663269,female_fear
-377.6716003,14.48238087,-48.02638626,-3.477261782,-23.61693382,-18.66403008,-10.71410084,-22.39518166,-9.381808281,-1.228865623,-6.905184269,19.2196579,7.802017689,20.05343246,-4.882528782,-4.565639019,-10.37003136,2.497559547,-6.372344494,-1.524247289,female_fear
-205.0104668,11.39032594,-17.62206955,-6.498844887,-8.958412152,-7.707508623,-4.477297909,-10.17460327,-4.774223901,-1.026616287,2.129509841,9.657520767,9.453836683,8.569654126,1.399959089,-6.398628401,-4.0958925,-0.451714004,-3.344315763,-3.063622537,female_fear
-425.8892212,11.3732748,-51.74564362,-4.026688099,-27.14436913,-18.84497452,-13.13696194,-23.87553596,-6.059019566,-0.848442018,-0.368300885,21.28566742,7.746720314,14.5032835,-11.660182,-5.611326218,-8.598296165,3.139822483,-7.913801193,-0.168575257,female_fear
-366.727356,15.57608032,-44.94594955,0.675400913,-16.91823959,-22.00921822,-8.466994286,-19.58695412,-8.919476509,-0.26134631,-11.3544426,17.40186691,6.708759308,18.58215141,-0.891641855,0.420354456,-4.752064228,5.325582027,-4.168976784,-1.607353806,female_fear
-230.3554839,11.92617605,-22.06109177,-2.941094583,-8.847592677,-12.43932856,-6.312338502,-11.29780807,-6.130692393,-3.31170747,-1.383883358,9.794514106,8.220015844,9.238710369,3.254754091,-2.893775367,-2.323293897,1.252797324,-2.819250571,-2.719218988,female_fear
-428.3192139,12.89078426,-50.19975281,1.952194571,-22.51131058,-21.71364212,-11.34613514,-20.41255379,-5.975358009,-2.004087448,-7.779791355,21.71503067,8.172676086,17.67603111,-7.111964703,-0.138104931,-5.580544472,5.545599937,-8.442234993,-1.60378325,female_fear
-435.8078613,20.85578537,-39.17942047,-2.952229738,-23.80131721,-20.11124611,-13.43558979,-25.78287315,-9.358880043,-8.468650818,-23.0338974,1.142686367,-5.146252155,13.80583096,4.312860966,11.65094852,7.160556316,7.374062061,-5.964686871,2.435357809,female_fear
-364.2470418,17.72928722,-26.02109121,-6.508128755,-16.97374075,-13.61024746,-9.355643237,-18.63002985,-6.311584488,-7.630233189,-15.24389933,-0.608524658,-1.896287334,9.524009019,8.281572153,9.499581617,8.580885148,5.254777495,-3.5748268,1.746237456,female_fear
-485.6505737,18.44792747,-43.64499664,-5.068233967,-27.72930336,-19.59944344,-15.2516098,-25.19393539,-6.160494804,-12.15699768,-20.28853416,3.749875307,-1.778654337,14.14094734,4.468062878,13.5386734,5.384496212,4.006016254,-7.720811844,3.930778027,female_fear
-416.7761536,18.23350143,-44.41304016,-5.296405792,-23.7193222,-24.25621033,-15.13913536,-25.17187309,-8.137183189,-1.537461996,-18.46590996,4.666568279,-0.443045646,16.90616035,9.267539978,9.970387459,1.635830998,2.971046925,-6.499405861,3.446397066,female_fear
-306.3869351,12.4956101,-21.71157778,-6.154323085,-14.19835824,-13.53929092,-7.387179845,-12.67407408,-4.726646717,-2.295821959,-8.00004499,1.617834864,1.515407755,10.36267226,11.0079306,6.616332442,3.570663206,0.512155221,-6.012693405,0.410927,female_fear
-480.3651123,17.63434982,-50.82265472,-7.178949356,-29.82509041,-25.05130196,-19.06497955,-25.54590225,-5.656138897,-4.044924736,-17.10933685,9.753978729,1.655480981,20.20681,5.366882324,7.582584381,-3.421428442,1.220365286,-6.71342802,5.202851295,female_fear
-488.3013,45.60226822,-10.59710789,8.3139534,-15.26796436,-6.157397747,-22.33685112,-14.48016262,-13.37067699,-4.936189651,-8.640015602,-5.500876427,-7.039905548,-0.629607797,-12.49576187,-7.303603649,-12.29772377,-1.883253336,-8.873770714,0.281369239,female_disgust
-369.7031266,18.21516401,2.460017252,3.76002403,-4.093044794,-4.65500242,-11.35109595,-10.06789307,-8.056833715,-4.27284209,-3.986134133,-4.860687319,-2.920098546,-2.34621952,-5.450135473,-6.316947952,-6.240908253,-3.611957063,-3.859465321,-1.272728787,female_disgust
-547.539856,41.72525024,-12.17633629,5.140548706,-19.71875,-6.975627422,-27.97071075,-12.9703598,-14.90345764,-3.581218481,-10.42612267,-4.207383633,-7.11328125,-2.919921398,-14.49914646,-7.446973324,-12.24255276,-1.423942566,-9.267957687,1.458355069,female_disgust
-576.1342773,62.56089401,-8.630270958,1.502693653,-15.45282745,-11.88529873,-17.59175682,-15.21421051,-9.150258064,-8.514160156,-5.347595692,-1.650406599,-11.68439102,2.692431927,-8.405292511,-4.474441528,-9.28849411,-0.857760906,-7.71424675,-1.087508559,female_disgust
-389.9034737,25.26229497,4.494261649,-2.970587986,-7.235646415,-8.633828972,-9.58743636,-8.961001723,-6.922017895,-3.002421661,-0.090456745,-1.345427021,-2.917834499,-0.702502891,-1.977514281,-4.217364932,-3.726365552,-2.929127448,-2.236465879,-2.257371637,female_disgust
-632.6414795,60.78639984,-10.66257095,-0.613289595,-18.80741119,-12.79327297,-22.38476753,-15.01500607,-9.307341576,-7.279824734,-6.027645111,-4.795452595,-10.81779575,3.049006701,-10.76826954,-6.059504509,-9.069068909,-0.908137023,-8.041505814,-2.135764837,female_disgust
-564.5994263,47.19672394,3.231894255,3.739629507,-11.40421295,-3.087214708,-14.51015091,-8.796770096,-10.65060616,-7.790633202,-7.558922768,-1.700428843,-10.65875053,-3.691190004,-9.970471382,-3.968699455,-9.225101471,-0.495696783,-11.47110558,-2.762509346,female_disgust
-400.872168,15.87678693,9.62590286,0.487336868,-4.683408724,-3.965425867,-8.533731642,-5.48426611,-7.606384257,-5.645597776,-4.608107722,-2.54951144,-4.699719896,-3.808986897,-5.330383095,-4.220731213,-4.634613572,-2.116890684,-5.754710267,-3.440636978,female_disgust
-615.3297729,44.47061539,2.561334848,-1.047056913,-15.05344868,-3.644692183,-18.66651154,-9.092268944,-14.45473671,-7.484902382,-8.018731117,-2.335987568,-10.64877415,-2.80605793,-10.99894428,-4.900613308,-7.939815521,-2.340850592,-13.61173534,-3.026844501,female_disgust
-483.4271851,59.39789581,-5.751155853,5.07656765,-23.68813896,-10.41402817,-18.41304016,-19.56398201,-13.46278858,-10.8660574,-12.98292923,-2.526529551,-11.40886307,-3.583203554,-10.15525627,-8.37752533,-10.37300301,-2.836075783,-8.938728333,2.582962275,female_disgust
-414.4965922,36.39532408,4.176233855,-2.571492428,-15.49760359,-9.605509286,-13.88787385,-13.44643882,-11.59371265,-8.922619279,-8.086408387,-3.275807291,-7.977133996,-3.856164868,-6.682058077,-8.487213065,-7.390108139,-3.784927663,-5.224668708,0.728096883,female_disgust
-540.9942017,57.18186569,-5.848454952,2.572491646,-26.42541313,-8.832695007,-23.7831707,-18.61586571,-15.04002857,-10.22816467,-13.2949667,-2.240215302,-11.81448078,-1.729259491,-12.92780399,-8.358324051,-10.61282539,-3.343877792,-7.710227013,5.217086315,female_disgust
-442.6574097,51.31547928,-29.13250732,12.93345547,-29.69005203,-16.17795181,-18.24625015,-26.19625473,-10.77299595,-1.547390223,-9.170935631,4.036910057,-12.75427914,-1.879034519,-8.969115257,-7.696523666,-10.51180267,-0.618662536,-11.13723373,0.395856231,female_disgust
-410.349028,39.00849042,-18.19184568,7.589983378,-22.34724746,-15.10798158,-14.57991701,-22.68964415,-9.128423703,-1.228553489,-5.875812513,2.350630401,-10.01572207,-3.184911487,-5.410987953,-8.742012515,-7.535249085,-2.607842074,-7.548308422,-0.641580154,female_disgust
-493.7670288,46.21765137,-30.3075161,11.7739315,-34.46704102,-16.28347778,-22.68206024,-27.67147446,-9.528121948,-1.181555748,-7.565657616,3.921544075,-14.60150528,-1.430067778,-10.3628397,-7.639909744,-8.554864883,-0.562631786,-9.614972115,4.716905117,female_disgust
-510.2285461,49.02014923,-15.35399151,9.552684784,-23.64063644,-5.337210178,-23.32929802,-22.9042263,-8.177885056,-9.091736794,-4.323606968,-3.257559538,-11.27838326,3.666861534,-9.619392395,-3.954705954,-12.03385735,-0.173815146,-12.32873154,-0.21418871,female_disgust
-486.2938608,40.98303709,-10.38368166,6.966313642,-20.91563811,-6.787935684,-20.50227072,-20.52910182,-7.306320939,-8.996986702,-3.101346537,-3.041040975,-9.631017299,1.619409046,-7.940540538,-5.653895662,-10.36280351,-1.849928396,-10.54724359,-1.535292412,female_disgust
-568.7044067,44.85300827,-15.97404194,9.625594139,-27.13380814,-3.630698919,-30.04600716,-22.33440018,-9.973237991,-6.423513889,-3.225455284,-5.075613022,-10.75334167,2.747970581,-11.76316166,-4.435774803,-9.799985886,0.204887301,-11.97522259,1.979700804,female_disgust
-515.430481,53.49795532,-1.069817066,8.647969246,-17.48953438,-9.905806541,-21.89767075,-12.83054256,-10.05197048,-8.233064651,-11.64688587,-3.607321501,-10.46172333,-2.792187929,-9.091617584,-5.064581394,-6.956220627,-4.316492081,-13.01865959,-1.211434841,female_disgust
-438.4626524,28.51492047,9.013049615,1.5548157,-10.35551665,-9.158101159,-13.78130735,-7.425785807,-7.442169143,-6.741274767,-6.949209721,-3.293247017,-6.91503889,-3.500017615,-5.022497808,-4.030454928,-3.518306864,-6.109862721,-8.251071475,-2.502256638,female_disgust
-570.8859863,51.78810883,-2.222438335,5.234669209,-20.94048309,-12.02105045,-26.100914,-11.35364532,-12.9022789,-8.311198235,-12.5810461,-2.152659655,-10.6141634,-1.589515567,-9.312179565,-5.484117985,-8.796435356,-8.416532516,-12.68345356,-2.32045269,female_disgust
-499.6091919,54.796978,-15.09172916,1.17071557,-23.79444695,-14.04635239,-22.90026474,-27.32875061,-9.485619545,-10.82233238,-12.07061291,-1.655349493,-16.03401375,-1.014663935,-12.14891911,-8.345808029,-10.22929478,-6.651797295,-13.77628136,-4.583255291,female_disgust
-360.6969023,26.56734787,4.087974047,-1.74056558,-9.385899262,-9.845470208,-14.13699775,-14.55250672,-7.399072908,-3.888463089,-5.071042631,-0.707216852,-4.820285405,-2.096441275,-4.121066385,-7.061146114,-5.065616935,-5.167896896,-8.183900223,-4.469223691,female_disgust
-545.5467529,51.55929565,-17.31597137,-2.494522572,-27.11666298,-14.71144772,-28.25273705,-26.86012077,-7.929646969,-10.3781395,-10.9130249,-2.740570545,-15.93401337,0.536631584,-14.42815781,-7.653286934,-10.48859596,-8.932693481,-12.30974197,-1.55267334,female_disgust
-618.8696289,58.15805817,-11.43376923,11.90002918,-18.28653526,-7.001288891,-12.31291962,-9.652417183,-7.508608341,-6.207370281,-9.079908371,-7.956127644,-6.90838623,-4.199483395,-9.732813835,-2.287085533,-4.277103424,1.996899605,-1.279359341,7.270113945,female_surprise
-531.4657439,36.34077177,-2.410070003,4.088113341,-13.61858662,-8.92368257,-9.098825152,-9.566162796,-6.865815277,-5.834089501,-6.919175338,-7.679668018,-5.048781762,-4.721844188,-7.226348344,-3.280938718,-2.558681786,0.129030624,0.867297102,4.785993826,female_surprise
-665.2266235,52.95770264,-12.11095047,9.005373955,-23.1050663,-7.232190609,-16.1510067,-9.903567314,-9.740810394,-8.032738686,-11.36640072,-8.053948402,-5.793571949,-5.961073875,-9.42267704,-1.999732137,-3.154111624,2.048458815,1.349334478,7.192903996,female_surprise
-604.9492188,55.79341125,-13.18570614,7.139276981,-14.69817448,-8.51684761,-10.58851433,-8.569123268,-7.48835659,-4.198221207,-8.67099762,-6.657452583,-6.235478878,-1.375006795,-6.966919899,0.295935035,-2.298388243,3.383793354,-1.099262834,6.129293919,female_surprise
-517.300971,36.03690413,-4.137943573,1.455067061,-11.18976996,-9.494473309,-8.654335371,-8.621291026,-7.967614746,-4.655342946,-6.574964112,-6.380797754,-4.443059956,-2.537384791,-5.160324934,-1.103599738,-0.647429256,2.050456018,1.475628578,4.069206606,female_surprise
-672.1206055,54.15818405,-13.58525372,7.273453236,-17.82418251,-7.835965633,-14.77482128,-9.317279816,-8.172087669,-4.967281342,-12.15117931,-6.361323833,-6.087295055,-2.085562468,-7.033123016,1.473854423,-2.3816998,3.810618877,-0.6464926,5.490173817,female_surprise
-630.6004639,41.8507843,-6.245000839,6.498001575,-12.70931911,-7.320271969,-14.32296181,-10.69647789,-5.878636837,-7.806319714,-8.059439659,-4.893050194,-6.736262798,-2.801056147,-7.034946918,-2.510968447,-5.481292725,-0.276123315,-3.925175905,3.933976173,female_surprise
-477.2960808,19.9619661,3.675649172,0.395337955,-7.520514928,-6.269970745,-9.545030291,-6.28031373,-5.427678003,-4.616170468,-5.024162506,-5.540474304,-5.10449564,-3.04817117,-4.053407812,-1.973467353,-2.223308767,-1.08827801,-1.236418877,2.297059896,female_surprise
-691.9358521,39.22262192,-6.558564186,5.772827625,-15.07742405,-6.930883884,-17.81064606,-9.119860649,-7.448179722,-8.492214203,-8.086497307,-5.558680534,-6.638892174,-4.682927608,-8.036599159,-2.250515461,-4.847042561,-0.187428683,-4.082988262,3.553329468,female_surprise
-602.0934448,46.70357895,-10.07209873,3.959451675,-13.9909544,-9.001252174,-15.0831852,-9.501344681,-6.530794621,-7.359603882,-9.157880783,-6.987333298,-7.387656689,-2.974725246,-6.968826294,-3.098872662,-4.477078915,-1.825629115,-7.464215279,0.881146848,female_surprise
-501.1698258,30.59192886,0.274923741,-0.457407162,-9.600757163,-9.991781809,-13.04857357,-8.275599044,-7.060104465,-6.242098575,-7.521359959,-6.162828029,-5.767597321,-3.163167717,-5.371075587,-3.2657317,-2.525320168,-2.63248805,-5.991048266,-0.330557305,female_surprise
-644.5738525,42.52841568,-8.057509422,0.818580925,-16.78798485,-10.92981148,-18.59115982,-9.225091934,-8.136191368,-7.87699461,-10.32155991,-6.767042637,-6.890827179,-4.598628521,-7.396037579,-2.852155685,-4.251370907,-3.469757795,-5.18097496,2.442719221,female_surprise
-532.4778442,70.65181732,-12.75492191,1.871931434,-21.37683487,-9.951946259,-6.548247337,-12.75283146,-13.04196739,-3.570662498,-12.68987465,-7.723043442,-8.349542618,3.038301706,-9.27418232,1.669546485,-2.008610964,5.891219139,-4.097502708,1.527774215,female_surprise
-467.6300032,47.95466098,-4.402000283,-1.621385469,-17.70241083,-10.81360595,-5.802320497,-11.58229308,-11.67089347,-5.901172728,-9.815627233,-9.678170424,-5.246216498,-0.794748035,-6.268273966,-0.633481471,-0.24812666,2.479432132,-1.351090228,-0.234197588,female_surprise
-586.5388794,69.36628723,-15.51727295,0.562570095,-25.20371437,-8.918422699,-9.062808037,-15.11831093,-13.71594906,-3.563124895,-15.91421604,-7.182709217,-7.070411205,1.512376785,-9.414074898,3.701317787,-1.375190616,4.447642326,-8.136832237,1.446079135,female_surprise
-506.8523254,61.27100372,-23.62219048,-0.357160568,-21.92394638,-13.39016628,-14.50033474,-16.80821991,-9.656097412,-7.684217453,-15.25463009,-1.469624639,-9.693629265,4.92436552,-7.263616085,-1.174841046,-4.088439941,2.714125156,-5.422031879,2.682765245,female_surprise
-484.3218294,56.30806914,-21.33502971,-1.900879097,-21.67692013,-14.58551666,-13.82788705,-16.34801531,-9.953433755,-8.403529488,-14.19269458,-2.25376335,-9.027793018,3.344577656,-6.277870053,-2.184461439,-3.722959155,2.269058293,-4.886360213,2.537065987,female_surprise
-557.6908569,58.70585632,-24.98406029,-3.381201982,-27.41124916,-11.58682442,-18.84354019,-17.378088,-11.85507584,-9.029551506,-14.49419498,-0.702497482,-8.67907238,4.823449135,-10.03361225,0.331244588,-3.239752531,4.394000053,-5.971343517,2.882434607,female_surprise
-515.2606201,50.39157486,-16.1886158,0.506799042,-19.28820038,-13.01470089,-16.96438217,-15.93754673,-9.381438255,-8.597376823,-12.66530991,-7.747130871,-7.250120163,0.672187507,-7.921950817,-1.581289411,-5.742712975,1.083419681,-7.579174995,2.875915527,female_surprise
-375.0625955,21.532316,1.819857023,-5.194420568,-10.43825773,-7.855790683,-9.267033031,-8.525593077,-7.146085237,-4.552720102,-6.738216191,-5.766233,-3.595846387,-1.610315751,-3.060567965,-1.283349083,-2.23232989,-0.511547526,-3.065072729,0.415764319,female_surprise
-582.6251831,53.2248764,-20.30553055,-0.72611618,-26.26960754,-12.06150723,-21.38234138,-13.07633114,-9.566392899,-8.340261459,-14.09370232,-6.439225197,-5.815540791,0.952304304,-9.438798904,-1.072578311,-6.35059166,-0.546534002,-8.823147774,3.265551567,female_surprise
-527.9172974,45.52761841,-6.330774784,9.174525261,-16.03666115,-8.973670959,-17.11002541,-12.47936344,-9.023198128,-8.326635361,-13.66161442,-7.42120266,-8.394615173,0.839816689,-5.692326069,3.364599705,-3.985963345,3.358784676,-6.444669247,4.36355257,female_surprise
-429.9619027,23.7212862,2.625606302,2.062347107,-11.48722692,-8.581269155,-11.45621249,-8.915140464,-8.094337182,-6.601544565,-10.05300083,-8.366456291,-6.362899316,-1.664982974,-3.104019924,0.727615797,-1.227579582,0.838005025,-3.004655583,0.732006031,female_surprise
